University,Latitude,Longitude,Logo,Rank,Type,Country,Location,Student,Year,Contact,Email,Website,Strength,Description,Exchange,agricultural_food_science,arts_design,economics_business_management,law_political_science,medicine_pharmacy_health_sciences,science_engineering,social_sciences_humanities,sports_physical_education,technology,others
University of Texas at Austin,30.2849,-97.7341,https://www.topuniversities.com/sites/default/files/university-of-texas-at-austin_604_small.jpg,19,public,USA,Austin,51000,1883,15124713434,admissions@utexas.edu,utexas.edu,"engineering, business, computer science, petroleum engineering","University of Texas at Austin was founded in 1883 and they are popular for engineering, business, computer science and petroleum engineering.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
University of Texas at Dallas,32.9858,-96.7501,https://www.topuniversities.com/sites/default/files/university-of-texas-dallas_592560cf2aeae70239af5355_small.jpg,83,public,USA,Richardson,30000,1969,19728832111,interest@utdallas.edu,utdallas.edu,"computer science, business, engineering, neuroscience","University of Texas at Dallas was founded in 1969 and they are popular for computer science, business, engineering and neuroscience.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
University of Utah,40.7649,-111.842,https://www.topuniversities.com/sites/default/files/university-of-utah_645_small.jpg,77,public,USA,Salt Lake City,31000,1850,18015817200,admissions@utah.edu,utah.edu,"medicine, business, engineering, film studies","University of Utah was founded in 1850 and they are popular for medicine, business, engineering and film studies.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
University of Virginia,38.0336,-78.5078,https://www.topuniversities.com/sites/default/files/university-of-virginia_656_small.jpg,50,public,USA,Charlottesville,25000,1819,14349240311,undergradadmission@virginia.edu,virginia.edu,"business, law, engineering, economics","University of Virginia was founded in 1819 and they are popular for business, law, engineering and economics.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
University of Washington,47.6553,-122.3035,https://www.topuniversities.com/sites/default/files/240709093150am256263W-Logo-Purple-RGB-resized-48x48.jpg,22,public,USA,Seattle,46000,1861,12065432100,uwadmiss@uw.edu,washington.edu,"computer science, medicine, engineering, business","University of Washington was founded in 1861 and they are popular for computer science, medicine, engineering and business.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
University of Wisconsin-Madison,43.0766,-89.4125,https://www.topuniversities.com/sites/default/files/university-of-wisconsin-madison_678_small.jpg,28,public,USA,Madison,46000,1848,16082632400,onwisconsin@admissions.wisc.edu,wisc.edu,"business, engineering, political science, dairy science","University of Wisconsin-Madison was founded in 1848 and they are popular for business, engineering, political science and dairy science.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Vanderbilt University,36.1447,-86.8027,https://www.topuniversities.com/sites/default/files/vanderbilt-university_649_small.jpg,45,private,USA,Nashville,13000,1873,16153222561,admissions@vanderbilt.edu,vanderbilt.edu,"medicine, law, business, education","Vanderbilt University was founded in 1873 and they are popular for medicine, law, business and education.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Virginia Polytechnic Institute and State University,37.2284,-80.4234,https://www.topuniversities.com/sites/default/files/virginia-polytechnic-institute-and-state-university_592560cf2aeae70239af4d15_small.jpg,61,public,USA,Blacksburg,37000,1872,15402316267,admissions@vt.edu,vt.edu,"engineering, architecture, business, computer science","Virginia Polytechnic Institute and State University was founded in 1872 and they are popular for engineering, architecture, business and computer science.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Washington State University,46.7319,-117.1542,https://www.topuniversities.com/sites/default/files/washington-state-university_666_small.jpg,69,public,USA,Pullman,25000,1890,15093353564,admissions@wsu.edu,wsu.edu,"veterinary medicine, business, engineering, agriculture","Washington State University was founded in 1890 and they are popular for veterinary medicine, business, engineering and agriculture.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Washington University in St. Louis,38.6489,-90.3102,https://www.topuniversities.com/sites/default/files/washington-university-in-st.-louis_668_small.jpg,35,private,USA,St. Louis,16000,1853,13149355000,admissions@wustl.edu,wustl.edu,"medicine, business, engineering, social work","Washington University in St. Louis was founded in 1853 and they are popular for medicine, business, engineering and social work.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Yale University,41.3163,-72.9223,https://www.topuniversities.com/sites/default/files/yale-university_684_small.jpg,10,private,USA,New Haven,15000,1701,12034324771,undergraduate.admissions@yale.edu,yale.edu,"law, political science, history, economics","Yale University was founded in 1701 and they are popular for law, political science, history and economics.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Yeshiva University,40.8501,-73.9292,https://www.topuniversities.com/sites/default/files/the-katz-school-at-yeshiva-university_685_small.jpg,64,private,USA,New York City,5000,1886,12129605400,admissions@yu.edu,yu.edu,"medicine, jewish studies, psychology, business","Yeshiva University was founded in 1886 and they are popular for medicine, jewish studies, psychology and business.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Academy of Finance,21.0531,105.7823,https://vnur.vn/wp-content/uploads/2023/01/87.Hoc-vien-Tai-chinh.png,27,Academy,Vietnam,Hanoi,13000,1963,8.42438E+11,hocvientaichinh@hvtc.edu.vn,https://www.aof.org.hk/,"finance, accounting, banking","Academy of Finance was founded in 1963 and they are popular for finance, accounting and banking.",NA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,NA
Academy of Journalism and Communication,21.0046,105.8463,https://vnur.vn/wp-content/uploads/2023/01/34.Hoc-vien-Bao-chi-Tuyen-truyen.jpg,37,Academy,Vietnam,Hanoi,7000,1962,8.42438E+11,hvbctt@npa.org.vn,https://www.aejmc.org/,"journalism, communication, media","Academy of Journalism and Communication was founded in 1962 and they are popular for journalism, communication and media.",NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Academy of Policy and Development,21.0366,105.7821,https://vnur.vn/wp-content/uploads/2023/01/39.Hoc-vien-Chinh-sach-Phat-trien.jpg,69,Academy,Vietnam,Hanoi,2000,2008,8.42437E+11,khht@apd.edu.vn,http://e.apd.edu.vn/,"public policy, economics",Academy of Policy and Development was founded in 2008 and they are popular for public policy and economics.,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
Banking Academy of Vietnam,21.0287,105.8044,https://vnur.vn/wp-content/uploads/2023/01/47.Hoc-vien-Ngan-hang.jpg,14,Academy,Vietnam,Hanoi,20000,1961,8.42436E+11,truyenthong@hvnh.edu.vn,https://en.hvnh.edu.vn/,"finance, banking, economics, business","Banking Academy of Vietnam was founded in 1961 and they are popular for finance, banking, economics and business.",NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,NA
Banking University Ho Chi Minh City,10.7719,106.6984,https://vnur.vn/wp-content/uploads/2023/01/58.DH-Ngan-hang-TP.HCM_.jpg,34,public,Vietnam,Ho Chi Minh City,13000,1976,84838291901,dhnhtphcm@hub.edu.vn,https://portal-en.hub.edu.vn/about-us,"banking, finance, economics","Banking University Ho Chi Minh City was founded in 1976 and they are popular for banking, finance and economics.",NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,NA
Can Tho University,10.0307,105.7688,https://vnur.vn/wp-content/uploads/2023/01/7.Can-Tho.jpg,10,public,Vietnam,Can Tho,45000,1966,8.42924E+11,dhct@ctu.edu.vn.,https://en.ctu.edu.vn/,"agriculture, medicine, engineering, economics","Can Tho University was founded in 1966 and they are popular for agriculture, medicine, engineering and economics.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Can Tho University of Medicine and Pharmacy,10.0225,105.7767,https://upload.wikimedia.org/wikipedia/commons/6/6e/Logo_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Y_D%C6%B0%E1%BB%A3c_C%E1%BA%A7n_Th%C6%A1.gif,49,public,Vietnam,Can Tho,47000,2002,8.42924E+11,ctump@ctump.edu.vn,https://en.ctu.edu.vn/,"medicine, pharmacy",Can Tho University of Medicine and Pharmacy was founded in 2002 and they are popular for medicine and pharmacy.,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,NA
Dai Nam University,21.0388,105.7702,https://www.senviet.art/wp-content/uploads/edd/2021/12/dainam.jpg,95,private,Vietnam,Hanoi,37000,2007,8.42436E+11,dnu@dainam.edu.vn,https://dainam.edu.vn/en,"business, IT, engineering","Dai Nam University was founded in 2007 and they are popular for business, IT and engineering.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Dalat University,11.9404,108.458,https://vnur.vn/wp-content/uploads/2023/01/38.Da-Lat.jpg,68,public,Vietnam,Da Lat,11000,1957,8.42634E+11,daihocdalat@dlu.edu.vn,https://dlu.edu.vn/en/,"education, tourism, biology","Dalat University was founded in 1957 and they are popular for education, tourism and biology.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Diplomatic Academy of Vietnam,21.0276,105.8237,https://vnur.vn/wp-content/uploads/2023/01/31.Hoc-vien-Ngoai-giao.jpg,72,Academy,Vietnam,Hanoi,6000,1959,8.42438E+11,tapchi_ncqt@mofa.gov.vn,https://www.dav.edu.vn/en/,"international relations, diplomacy",Diplomatic Academy of Vietnam was founded in 1959 and they are popular for international relations and diplomacy.,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Dong Thap University,10.3379,105.7663,https://vnur.vn/wp-content/uploads/2023/01/69.Dong-Thap.jpg,76,public,Vietnam,Cao Lanh,8000,2003,8.42774E+11,dhdt@dthu.edu.vn,https://en.dthu.edu.vn/,"education, agriculture, social sciences","Dong Thap University was founded in 2003 and they are popular for education, agriculture and social sciences.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Duy Tan University,16.0748,108.2226,https://cdn.duytan.edu.vn/images/icon/logo-duy-tan_vn.png,6,private,Vietnam,Da Nang,24000,1994,8.42364E+11,khcn.dtu@duytan.edu.vn,http://duytan.edu.vn/,"medicine, engineering, business, IT","Duy Tan University was founded in 1994 and they are popular for medicine, engineering, business and IT.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Electric Power University,21.0287,105.8044,https://vnur.vn/wp-content/uploads/2023/01/25.Dien-luc.jpg,31,public,Vietnam,Hanoi,10000,2006,8.42422E+11,info@epu.edu.vn,https://english.ncepu.edu.cn/,"electrical engineering, power systems",Electric Power University was founded in 2006 and they are popular for electrical engineering and power systems.,NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Foreign Trade University,20.995,105.8013,https://vnur.vn/wp-content/uploads/2023/01/13.Ngoai-Thuong.jpg,23,public,Vietnam,Hanoi,23000,1960,8.42433E+11,qhqt@ftu.edu.vn,https://english.ftu.edu.vn/,"international business, economics, finance","Foreign Trade University was founded in 1960 and they are popular for international business, economics and finance.",NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
FPT University,21.0165,105.7681,https://vnur.vn/wp-content/uploads/2023/01/37.FPT_.jpg,81,private,Vietnam,Hanoi,20000,2006,8.42473E+11,daihocfpt@fpt.edu.vn,https://daihoc.fpt.edu.vn/en/,"IT, business, digital marketing","FPT University was founded in 2006 and they are popular for IT, business and digital marketing.",NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Hai Phong University,20.8651,106.6839,https://vnur.vn/wp-content/uploads/2023/01/81.Hai-Phong.jpg,59,public,Vietnam,Hai Phong,10000,1968,8.42254E+11,daihoc@haiphong.gov.vn,http://hpmu.edu.vn/hpmu/,"engineering, business, education","Hai Phong University was founded in 1968 and they are popular for engineering, business and education.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Hanoi Architectural University,21.027,105.8443,https://vnur.vn/wp-content/uploads/2023/01/61.Kien-truc-Ha-Noi.jpg,50,public,Vietnam,Hanoi,8000,1969,8.42439E+11,pth@hau.edu.vn,https://hau.edu.vn/?lang=en,"architecture, urban planning",Hanoi Architectural University was founded in 1969 and they are popular for architecture and urban planning.,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Hanoi Law University,21.0112,105.8086,https://vnur.vn/wp-content/uploads/2023/01/59.Luat-Ha-Noi.jpg,40,public,Vietnam,Hanoi,17000,1979,8.42438E+11,hopthuphananh.hieutruong@hlu.edu.vn,https://hlu.edu.vn/,"law, political science",Hanoi Law University was founded in 1979 and they are popular for law and political science.,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,NA
Hanoi Medical University,21.0003,105.84,https://vnur.vn/wp-content/uploads/2023/01/29.Y-Ha-Noi.jpg,39,public,Vietnam,Hanoi,18000,1902,8.42436E+11,daihocyhn@hmu.edu.vn,https://hmu.edu.vn/,"medicine, pharmacy, public health","Hanoi Medical University was founded in 1902 and they are popular for medicine, pharmacy and public health.",NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,NA
Hanoi Metropolitan University,20.9828,105.8396,https://vnur.vn/wp-content/uploads/2023/01/29.Thu-do-Ha-Noi.jpg,56,public,Vietnam,Hanoi,2000,1959,8.42438E+11,banbientap@hnmu.edu.vn,https://hnmu.edu.vn/en,"business, IT, social sciences","Hanoi Metropolitan University was founded in 1959 and they are popular for business, IT and social sciences.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Hanoi National University of Education,20.9951,105.842,https://vnur.vn/wp-content/uploads/2023/01/8.Su-pham-Ha-Noi.jpg,8,public,Vietnam,Hanoi,30000,1951,84241257812,p.hcdn@hnue.edu.vn,https://english.hnue.edu.vn/,"education, pedagogy, natural sciences","Hanoi National University of Education was founded in 1951 and they are popular for education, pedagogy and natural sciences.",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Hanoi National University of Pedagogy,20.9951,105.842,NA,NA,public,Vietnam,Hanoi,16000,1951,8.42438E+11,p.hcdn@hnue.edu.vn,https://english.hnue.edu.vn/,"education, social sciences",Hanoi National University of Pedagogy was founded in 1951 and they are popular for education and social sciences.,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Hanoi Open University,20.9983,105.8034,https://vnur.vn/wp-content/uploads/2023/01/63.Mo-Ha-Noi.png,61,public,Vietnam,Hanoi,37000,1993,8.42439E+11,mhn@hou.edu.vn,https://hou.edu.vn/,"business, IT, social sciences","Hanoi Open University was founded in 1993 and they are popular for business, IT and social sciences.",NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Hanoi Pedagogical University 2,21.0646,105.7065,https://upload.wikimedia.org/wikipedia/vi/3/30/Su_pham_HN2.jpg,16,public,Vietnam,Phuc Yen City,10000,1967,8.42114E+11,bgddt-sp2@hpu2.edu.vn,https://www.hpu2.edu.vn/en-GB,"education, social sciences, natural sciences","Hanoi Pedagogical University 2 was founded in 1967 and they are popular for education, social sciences and natural sciences.",NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Hanoi University of Business and Technology,21.0222,105.8036,https://vnur.vn/wp-content/uploads/2023/01/86.Kinh-doanh-Cong-nghe-Ha-Noi.png,97,public,Vietnam,Hanoi,13000,1996,8.42436E+11,vanphongdkc@gmail.com,https://hust.edu.vn/en/,"business, IT, engineering","Hanoi University of Business and Technology was founded in 1996 and they are popular for business, IT and engineering.",NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
Hanoi University of Civil Engineering,21.0285,105.8037,https://vnur.vn/wp-content/uploads/2023/01/14.Xay-dung-Ha-Noi.jpg,35,public,Vietnam,Hanoi,22000,1966,8.42439E+11,dhxaydung@huce.edu.vn,https://en.huce.edu.vn/,"civil engineering, architecture",Hanoi University of Civil Engineering was founded in 1966 and they are popular for civil engineering and architecture.,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
Hanoi University of Industry,20.9908,105.5395,https://vnur.vn/wp-content/uploads/2023/01/23.Cong-nghiep-Ha-Noi.jpg,33,public,Vietnam,Hanoi,32000,1898,8.42438E+11,dhcnhn@haui.edu.vn,https://www.haui.edu.vn/en,"mechanical engineering, IT, business","Hanoi University of Industry was founded in 1898 and they are popular for mechanical engineering, IT and business.",NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Hanoi University of Mining and Geology,21.064,105.7702,https://vnur.vn/wp-content/uploads/2023/01/22.Mo-Dia-chat.jpg,22,public,Vietnam,Hanoi,13000,1966,8.42438E+11,hanhchinhtonghop@humg.edu.vn,https://humg.edu.vn/en/Pages/home.aspx,"geology, mining, petroleum engineering","Hanoi University of Mining and Geology was founded in 1966 and they are popular for geology, mining and petroleum engineering.",NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
Hanoi University of Natural Resources and Environment,21.043,105.7851,https://upload.wikimedia.org/wikipedia/commons/4/4e/HUNRE_Logo.png,67,public,Vietnam,Hanoi,14000,2008,84902130130,DHTNMT@hunre.edu.vn,https://upm.vn/university/93,"environmental science, geology",Hanoi University of Natural Resources and Environment was founded in 2008 and they are popular for environmental science and geology.,NA,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Hanoi University of Pharmacy,21.0025,105.8417,https://vnur.vn/wp-content/uploads/2023/01/20.Duoc-Ha-Noi.jpg,13,public,Vietnam,Hanoi,15000,1902,8.42438E+11,info@hup.edu.vn,https://www.hup.edu.vn/en,"pharmacy, medicine, biotechnology","Hanoi University of Pharmacy was founded in 1902 and they are popular for pharmacy, medicine and biotechnology.",NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Hanoi University of Public Health,21.0041,105.8467,https://vnur.vn/wp-content/uploads/2023/01/41.Y-te-Cong-cong.jpg,65,public,Vietnam,Hanoi,1700,2001,8.42463E+11,jhds@huph.edu.vn,https://dtdh.huph.edu.vn/english/,"public health, medicine",Hanoi University of Public Health was founded in 2001 and they are popular for public health and medicine.,NA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Hanoi University of Science and Technology,21.0059,105.8433,https://hust.edu.vn/uploads/sys/logo-dhbk-1-02_130_191.png,3,public,Vietnam,Hanoi,40000,1956,8.42439E+11,htdn@hust.edu.vn,https://hust.edu.vn/en/,"engineering, computer science",Hanoi University of Science and Technology was founded in 1956 and they are popular for engineering and computer science.,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Ho Chi Minh City Open University,10.8518,106.6327,https://vnur.vn/wp-content/uploads/2023/01/60.Mo-TP.HCM_.jpg,29,public,Vietnam,Ho Chi Minh City,32000,1990,8.42838E+11,ou@ou.edu.vn,http://en.ou.edu.vn/,"business, IT, social sciences","Ho Chi Minh City Open University was founded in 1990 and they are popular for business, IT and social sciences.",NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
Ho Chi Minh City University of Agriculture and Forestry,10.8703,106.7917,https://upload.wikimedia.org/wikipedia/vi/e/e1/Logo_HCMUAF.svg,58,public,Vietnam,Ho Chi Minh City,23000,1955,8.42839E+11,kln@hcmuaf.edu.vn,https://en.hcmuaf.edu.vn/,"agriculture, forestry",Ho Chi Minh City University of Agriculture and Forestry was founded in 1955 and they are popular for agriculture and forestry.,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
Ho Chi Minh City University Of Culture,10.8062,106.7145,https://vnur.vn/wp-content/uploads/2023/01/75.Van-hoa-TP.HCM_.jpg,77,public,Vietnam,Ho Chi Minh City,25000,1976,8.42839E+11,dhvh@hcmuc.edu.vn,https://hcmuc.edu.vn/,"cultural studies, arts",Ho Chi Minh City University Of Culture was founded in 1976 and they are popular for cultural studies and arts.,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA
Ho Chi Minh City University of Education,10.8508,106.772,https://vnur.vn/wp-content/uploads/2023/01/53.Su-pham-TP.HCM_.png,20,public,Vietnam,Ho Chi Minh City,25000,1976,8.42838E+11,phonghtqt@hcmue.edu.vn,https://hcmue.edu.vn/en/,"education, psychology, social sciences","Ho Chi Minh City University of Education was founded in 1976 and they are popular for education, psychology and social sciences.",NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Ho Chi Minh City University of Fine Arts,10.7708,106.6893,https://upload.wikimedia.org/wikipedia/commons/b/b6/Logohcmufa.png,85,public,Vietnam,Ho Chi Minh City,30000,1976,8.42838E+11,daotao@hcmufa.edu.vn,https://hcmufa.edu.vn/,"fine arts, design",Ho Chi Minh City University of Fine Arts was founded in 1976 and they are popular for fine arts and design.,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA
Ho Chi Minh City University of Industry and Trade,10.7717,106.6575,https://giaoduc247.vn/uploads/082021/images/HUIT(1).jpeg,47,public,Vietnam,Ho Chi Minh City,26000,2004,8.42838E+11,info@huit.edu.vn,https://huit.edu.vn/academics/ho-chi-minh-city-university-of-food-industry-hufi-has-officially-changed-its-name-to-ho-chi-minh-city-university-of-industry-and-trade-huit?&lang=en,"business, engineering, IT","Ho Chi Minh City University of Industry and Trade was founded in 2004 and they are popular for business, engineering and IT.",NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
Ho Chi Minh City University of Law,10.7736,106.6959,https://vnur.vn/wp-content/uploads/2023/01/83.Luat-TP.HCM_.jpg,51,public,Vietnam,Ho Chi Minh City,10000,1996,84839400989,info@hcmulaw.edu.vn,https://en.hcmulaw.edu.vn/,"law, political science",Ho Chi Minh City University of Law was founded in 1996 and they are popular for law and political science.,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,NA
Ho Chi Minh City University of Physical Education and Sports,10.823,106.6297,https://upload.wikimedia.org/wikipedia/vi/0/0c/Logo-truong-dai-hoc-the-duc-the-thao-tp-hcm.jpg,57,public,Vietnam,Ho Chi Minh City,25000,1976,8.42839E+11,htqt@dhtdtthcm.edu.vn,https://en.wikipedia.org/wiki/Ho_Chi_Minh_City_University_of_Sport,"sports science, physical education",Ho Chi Minh City University of Physical Education and Sports was founded in 1976 and they are popular for sports science and physical education.,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA
Ho Chi Minh City University of Technology (HUTECH),10.8501,106.7718,https://vnur.vn/wp-content/uploads/2023/01/35.HUTECH.jpg,74,private,Vietnam,Ho Chi Minh City,35000,1995,8.42854E+11,hutech@hutech.edu.vn,https://www.hutech.edu.vn/english,"engineering, IT, business","Ho Chi Minh City University of Technology (HUTECH) was founded in 1995 and they are popular for engineering, IT and business.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Ho Chi Minh City University of Technology and Education,10.8504,106.7715,https://vnur.vn/wp-content/uploads/2023/01/28.Su-pham-Ky-thuat-TP.HCM_.jpg,24,public,Vietnam,Ho Chi Minh City,30000,1962,8.42839E+11,ic@hcmute.edu.vn,https://en.hcmute.edu.vn/,"engineering, education, IT","Ho Chi Minh City University of Technology and Education was founded in 1962 and they are popular for engineering, education and IT.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Ho Chi Minh City University of Transport,10.7719,106.6571,https://ptc.ut.edu.vn/wp-content/uploads/2023/02/uth_logo_2.png,73,public,Vietnam,Ho Chi Minh City,15000,2001,8.42839E+11,ut-hcmc@ut.edu.vn,https://ut.edu.vn/en/,"transport engineering, logistics",Ho Chi Minh City University of Transport was founded in 2001 and they are popular for transport engineering and logistics.,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
Hong Bang International University,10.7322,106.7312,https://vnur.vn/wp-content/uploads/2023/01/62.-DH-Quoc-Te-Hong-Bang.jpg,79,private,Vietnam,Ho Chi Minh City,18000,1997,8.42873E+11,info@hiu.vn,https://hiu.vn/en/,"medicine, business, engineering","Hong Bang International University was founded in 1997 and they are popular for medicine, business and engineering.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Hong Duc University,20.1294,105.8767,https://vnur.vn/wp-content/uploads/2023/01/24.Hong-Duc.jpg,63,public,Vietnam,Thanh Hoa,10000,1997,8.42374E+11,cict@hdu.edu.vn,https://hdu.edu.vn/,"engineering, education, economics","Hong Duc University was founded in 1997 and they are popular for engineering, education and economics.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Hue University,16.4652,107.5901,https://vnur.vn/wp-content/uploads/2023/01/10.Hue_.jpg,11,public,Vietnam,Hue,50000,1994,8.42344E+11,office@hueuni.edu.vn,https://hueuni.edu.vn/portal/en/,"medicine, agriculture, education, social sciences","Hue University was founded in 1994 and they are popular for medicine, agriculture, education and social sciences.",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Hung Yen University of Technology and Education,20.6469,106.0512,https://vnur.vn/wp-content/uploads/2023/01/23.Su-pham-Ky-thuat-Hung-Yen.png,60,public,Vietnam,Hung Yen,10000,2003,8.42214E+11,huuhop78@gmail.com,https://upm.vn/university/16,"engineering, education",Hung Yen University of Technology and Education was founded in 2003 and they are popular for engineering and education.,NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Industrial University of Ho Chi Minh City,10.8226,106.6882,https://vnur.vn/wp-content/uploads/2023/01/11.Cong-nghiep-TP.HCM_.jpg,21,public,Vietnam,Ho Chi Minh City,26000,1956,8.4284E+11,phongdaotao@iuh.edu.vn,https://iuh.edu.vn/en,"engineering, technology, business","Industrial University of Ho Chi Minh City was founded in 1956 and they are popular for engineering, technology and business.",NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
Kien Giang University,10.0167,105.0833,https://www.vnkgu.edu.vn/public/images/logo.png,100,public,Vietnam,Kien Giang,6000,2014,8.42974E+11,mail.vnkgu.edu.vn,https://vnkgu.edu.vn/en/,"agriculture, education, business","Kien Giang University was founded in 2014 and they are popular for agriculture, education and business.",NA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
